InstanceId,studyPeriod,academicYear,planningNumStudents,seniorHours,assistantHours,Contains,ExaminedBy
I-4903,1,2020-2021,60,240,240,1105,19570828-0008
I-4904,1,2020-2021,60,280,420,1100,19680712-0028
I-4905,3,2020-2021,40,240,240,1008,19690917-0022
I-4906,2,2021-2022,40,280,240,1234,19630126-0001
I-4907,3,2021-2022,20,280,420,1053,19560705-0025
I-4908,2,2021-2022,60,260,420,1250,19600529-0021
I-4909,3,2021-2022,20,240,360,1222,19560612-0010
I-4910,2,2021-2022,60,280,280,1215,19600814-0002
I-4911,3,2021-2022,50,240,240,1211,19570828-0008
I-4912,4,2021-2022,60,240,200,1179,19610918-0027
I-4913,2,2021-2022,60,240,420,1155,19620522-0023
I-4914,2,2021-2022,50,280,360,1136,19600905-0003
I-4915,4,2021-2022,40,260,360,1135,19610620-0006
I-4916,3,2021-2022,50,280,360,1110,19690917-0022
I-4917,2,2021-2022,40,240,300,1014,19610918-0027
I-4918,2,2022-2023,20,240,360,1241,19620424-0026
I-4919,2,2022-2023,60,260,420,1211,19630126-0001
I-4920,1,2022-2023,20,240,240,1071,19600814-0002
I-4921,3,2022-2023,20,240,360,1063,19590129-0004
I-4922,1,2022-2023,40,240,200,1266,19600529-0021
I-4923,2,2022-2023,50,240,280,1249,19690917-0022
I-4924,3,2022-2023,40,240,360,1225,19660630-0020
I-4925,4,2022-2023,50,260,360,1208,19560812-0016
I-4926,3,2022-2023,50,260,420,1115,19570615-0011
I-4927,2,2023-2024,60,280,280,1109,19690513-0015
I-4928,4,2023-2024,40,240,240,1218,19601021-0018
I-4929,3,2023-2024,50,280,240,1104,19620424-0026
I-4930,4,2023-2024,40,260,300,1084,19610623-0005
I-4931,4,2023-2024,40,240,240,1250,19630126-0001
I-4932,1,2023-2024,40,260,360,1132,19620522-0023
I-4933,3,2023-2024,60,260,240,1125,19610620-0006
I-4934,1,2023-2024,60,280,200,1126,19611219-0014
I-4935,2,2023-2024,60,240,200,1121,19580515-0017
I-4936,4,2013-2014,60,260,240,1240,19620522-0023
I-4937,1,2013-2014,50,260,240,1036,19560812-0016
I-4938,2,2013-2014,20,280,420,1235,19590129-0004
I-4939,4,2013-2014,50,280,360,1098,19690513-0015
I-4940,4,2013-2014,60,260,200,1256,19690408-0009
I-4941,1,2013-2014,50,260,240,1206,19620831-0024
I-4942,4,2013-2014,20,240,420,1196,19611219-0014
I-4943,2,2013-2014,40,260,360,1129,19660630-0020
I-4944,2,2013-2014,50,240,240,1022,19620831-0024
I-4945,1,2013-2014,50,240,280,1008,19610918-0027
I-4946,1,2014-2015,60,280,280,1221,19640414-0013
I-4947,1,2014-2015,60,280,280,1245,19650303-0019
I-4948,1,2014-2015,40,260,420,1192,19620831-0024
I-4949,2,2014-2015,50,280,240,1137,19690408-0009
I-4950,1,2014-2015,50,240,200,1044,19630126-0001
I-4951,3,2014-2015,40,260,420,1178,19690513-0015
I-4952,1,2014-2015,20,260,200,1165,19620831-0024
I-4953,3,2014-2015,50,280,200,1112,19580515-0017
I-4954,1,2014-2015,40,280,240,1052,19640220-0029
I-4955,4,2015-2016,50,240,280,1237,19570828-0008
I-4956,3,2015-2016,40,280,280,1225,19640414-0013
I-4957,3,2015-2016,60,240,280,1269,19560705-0025
I-4958,1,2015-2016,60,240,300,1248,19620522-0023
I-4959,2,2015-2016,50,260,200,1228,19690917-0022
I-4960,2,2015-2016,50,240,200,1157,19630126-0001
I-4961,2,2015-2016,60,240,240,1293,19620424-0026
I-4962,2,2015-2016,50,240,360,1272,19561222-0030
I-4963,1,2015-2016,40,280,420,1093,19600529-0021
I-4964,2,2015-2016,20,280,420,1065,19640414-0013
I-4965,3,2016-2017,60,240,280,1229,19610623-0005
I-4966,4,2016-2017,40,280,420,1205,19580515-0017
I-4967,1,2016-2017,20,260,240,1194,19600814-0002
I-4968,4,2016-2017,40,260,280,1175,19620831-0024
I-4969,1,2016-2017,60,260,420,1035,19561222-0030
I-4970,1,2016-2017,60,260,300,1266,19560812-0016
I-4971,3,2016-2017,40,260,300,1176,19560812-0016
I-4972,2,2016-2017,40,240,240,1161,19610918-0027
I-4973,2,2016-2017,60,280,360,1017,19640414-0013
I-4974,4,2017-2018,20,280,200,1168,19601021-0018
I-4975,1,2017-2018,50,240,240,1122,19640220-0029
I-4976,1,2017-2018,20,240,200,1247,19640414-0013
I-4977,4,2017-2018,20,280,300,1068,19600905-0003
I-4978,3,2017-2018,50,240,300,1065,19630126-0001
I-4979,3,2017-2018,50,280,280,1186,19620424-0026
I-4980,3,2017-2018,50,260,200,1119,19690513-0015
I-4981,1,2017-2018,40,240,280,1061,19630126-0001
I-4982,1,2017-2018,40,260,280,1038,19570826-0012
I-4983,3,2018-2019,50,240,360,1151,19580515-0017
I-4984,3,2018-2019,40,280,420,1096,19680712-0028
I-4985,2,2018-2019,60,240,200,1132,19590129-0004
I-4986,4,2018-2019,50,240,280,1033,19610620-0006
I-4987,2,2018-2019,40,280,360,1202,19560812-0016
I-4988,1,2018-2019,50,280,200,1137,19630126-0001
I-4989,1,2018-2019,20,280,280,1127,19610623-0005
I-4990,2,2018-2019,20,260,200,1009,19610620-0006
I-4991,1,2019-2020,50,280,200,1260,19620522-0023
I-4992,4,2019-2020,20,260,200,1150,19560705-0025
I-4993,2,2019-2020,20,260,420,1135,19561222-0030
I-4994,2,2019-2020,40,280,360,1021,19560812-0016
I-4995,2,2019-2020,60,280,420,1289,19601021-0018
I-4996,4,2019-2020,40,240,360,1268,19610623-0005
I-4997,2,2019-2020,50,260,300,1249,19561222-0030
I-4998,1,2019-2020,60,240,240,1211,19570826-0012
I-4999,1,2019-2020,60,260,240,1161,19590129-0004
I-5000,3,2019-2020,60,240,360,1084,19640414-0013
I-5001,1,2020-2021,20,260,200,1297,19690513-0015
I-5002,4,2020-2021,40,280,200,1086,19570615-0011
I-5003,1,2020-2021,60,280,420,1275,19630126-0001
I-5004,1,2020-2021,20,260,200,1257,19600814-0002
I-5005,4,2020-2021,50,260,420,1298,19610918-0027
I-5006,1,2020-2021,20,240,300,1285,19600529-0021
I-5007,3,2020-2021,20,280,240,1216,19660630-0020
I-5008,3,2020-2021,20,280,240,1183,19620424-0026
I-5009,3,2020-2021,20,260,300,1139,19620424-0026
I-5010,4,2020-2021,50,260,280,1072,19620831-0024
I-5011,4,2021-2022,50,280,300,1290,19610918-0027
I-5012,3,2021-2022,60,240,300,1216,19610623-0005
I-5013,3,2021-2022,50,240,200,1270,19580218-0007
I-5014,1,2021-2022,20,240,300,1222,19580218-0007
I-5015,3,2021-2022,60,280,200,1142,19580218-0007
I-5016,2,2021-2022,60,240,240,1125,19630126-0001
I-5017,1,2021-2022,50,280,420,1274,19640414-0013
I-5018,3,2021-2022,20,260,300,1214,19690513-0015
I-5019,3,2021-2022,20,260,280,1175,19690408-0009
I-5020,1,2021-2022,20,260,300,1107,19600814-0002
I-5021,1,2021-2022,50,240,240,1017,19630126-0001
I-5022,4,2022-2023,40,240,200,1174,19610918-0027
I-5023,2,2022-2023,60,260,420,1280,19620831-0024
I-5024,4,2022-2023,20,280,300,1281,19601021-0018
I-5025,1,2022-2023,60,240,240,1173,19561222-0030
I-5026,4,2022-2023,40,240,200,1013,19560612-0010
I-5027,3,2022-2023,60,280,360,1291,19680712-0028
I-5028,3,2022-2023,50,260,300,1194,19580218-0007
I-5029,1,2022-2023,60,240,280,1175,19611219-0014
I-5030,4,2022-2023,40,280,240,1048,19660630-0020
I-5031,1,2023-2024,60,240,280,1296,19650303-0019
I-5032,1,2023-2024,50,280,300,1064,19580515-0017
I-5033,3,2023-2024,60,260,240,1171,19620831-0024
I-5034,3,2023-2024,40,260,420,1149,19580515-0017
I-5035,1,2023-2024,40,260,280,1060,19690513-0015
I-5036,3,2023-2024,60,240,240,1045,19620522-0023
I-5037,1,2023-2024,20,240,200,1276,19620522-0023
I-5038,1,2023-2024,20,260,420,1190,19620424-0026
I-5039,2,2023-2024,60,240,360,1180,19630126-0001
I-5040,4,2023-2024,40,260,240,1169,19610620-0006
I-5041,2,2023-2024,50,260,420,1119,19690917-0022
I-5042,2,2023-2024,20,260,200,1055,19650303-0019
I-5043,3,2013-2014,20,240,280,1217,19601021-0018
I-5044,3,2013-2014,60,260,420,1147,19690917-0022
I-5045,3,2013-2014,20,280,300,1065,19690513-0015
I-5046,3,2013-2014,20,280,280,1251,19611219-0014
I-5047,2,2013-2014,20,240,200,1238,19570828-0008
I-5048,2,2013-2014,50,240,420,1202,19610623-0005
I-5049,4,2013-2014,20,260,200,1195,19600529-0021
I-5050,1,2013-2014,20,260,300,1181,19611219-0014
I-5051,4,2013-2014,20,280,280,1089,19611219-0014
I-5052,4,2014-2015,50,260,280,1297,19590129-0004
I-5053,4,2014-2015,20,260,420,1175,19610620-0006
I-5054,1,2014-2015,60,260,200,1148,19690513-0015
I-5055,4,2014-2015,40,260,420,1126,19690408-0009
I-5056,1,2014-2015,50,240,280,1096,19690917-0022
I-5057,1,2014-2015,50,260,360,1289,19610918-0027
I-5058,4,2014-2015,20,280,240,1276,19600529-0021
I-5059,1,2014-2015,50,240,360,1220,19620522-0023
I-5060,2,2014-2015,50,280,240,1057,19600529-0021
I-5061,2,2014-2015,60,280,280,1054,19611219-0014
I-5062,2,2015-2016,50,240,200,1017,19611219-0014
I-5063,1,2015-2016,50,260,280,1232,19690408-0009
I-5064,1,2015-2016,50,280,300,1167,19610620-0006
I-5065,2,2015-2016,50,260,200,1105,19580218-0007
I-5066,4,2015-2016,20,280,280,1272,19630126-0001
I-5067,1,2015-2016,50,240,280,1270,19560612-0010
I-5068,2,2015-2016,40,240,420,1193,19611219-0014
I-5069,4,2015-2016,50,260,200,1153,19561222-0030
I-5070,3,2015-2016,40,260,280,1056,19650303-0019
I-5071,2,2015-2016,40,260,360,1032,19630126-0001
I-5072,2,2016-2017,50,240,360,1265,19680712-0028
I-5073,3,2016-2017,60,260,200,1087,19680712-0028
I-5074,3,2016-2017,20,240,360,1018,19570615-0011
I-5075,4,2016-2017,50,260,280,1004,19600814-0002
I-5076,1,2016-2017,50,240,280,1262,19640414-0013
I-5077,2,2016-2017,60,280,280,1252,19560612-0010
I-5078,4,2016-2017,20,260,300,1117,19600905-0003
I-5079,4,2016-2017,20,260,360,1061,19601021-0018
I-5080,4,2017-2018,40,240,360,1179,19570826-0012
I-5081,2,2017-2018,50,260,300,1094,19690513-0015
I-5082,1,2017-2018,20,260,240,1245,19580515-0017
I-5083,3,2017-2018,40,280,200,1202,19690513-0015
I-5084,4,2017-2018,60,260,280,1075,19640414-0013
I-5085,4,2017-2018,60,240,200,1072,19690917-0022
I-5086,3,2017-2018,50,280,200,1280,19570615-0011
I-5087,1,2017-2018,50,280,360,1255,19590129-0004
I-5088,3,2017-2018,60,280,300,1170,19640414-0013
I-5089,3,2017-2018,60,280,420,1101,19650303-0019
I-5090,4,2017-2018,20,280,420,1085,19640414-0013
I-5091,4,2017-2018,20,260,240,1059,19620522-0023
I-5092,4,2018-2019,40,240,280,1158,19640220-0029
I-5093,3,2018-2019,20,240,280,1292,19590129-0004
I-5094,1,2018-2019,40,260,240,1259,19610918-0027
I-5095,2,2018-2019,20,260,200,1220,19590129-0004
I-5096,1,2018-2019,60,260,240,1132,19690408-0009
I-5097,1,2018-2019,60,260,240,1296,19570615-0011
I-5098,1,2018-2019,50,240,360,1211,19580218-0007
I-5099,2,2018-2019,20,240,300,1204,19560612-0010
I-5100,4,2018-2019,40,260,420,1135,19620424-0026
I-5101,3,2018-2019,50,240,240,1077,19620424-0026
I-5102,3,2018-2019,60,240,240,1004,19690513-0015
I-5103,1,2019-2020,60,260,240,1030,19690513-0015
I-5104,4,2019-2020,50,260,360,1010,19570828-0008
I-5105,3,2019-2020,40,260,280,1287,19620424-0026
I-5106,4,2019-2020,50,240,300,1226,19561222-0030
I-5107,3,2019-2020,50,260,240,1210,19610620-0006
I-5108,1,2019-2020,20,280,360,1085,19610623-0005
I-5109,4,2019-2020,40,260,240,1275,19610623-0005
I-5110,1,2019-2020,40,260,280,1214,19570826-0012
I-5111,2,2019-2020,50,260,200,1151,19561222-0030
I-5112,4,2019-2020,50,280,300,1139,19620522-0023
I-5113,1,2020-2021,40,280,280,1140,19640220-0029
I-5114,1,2020-2021,50,260,200,1127,19630126-0001
I-5115,2,2020-2021,20,280,280,1167,19630126-0001
I-5116,4,2020-2021,40,260,200,1066,19611219-0014
I-5117,1,2020-2021,60,240,200,1238,19600905-0003
I-5118,4,2020-2021,20,240,420,1174,19570828-0008
I-5119,1,2020-2021,50,260,280,1136,19690917-0022
I-5120,1,2020-2021,50,240,240,1049,19630126-0001
I-5121,1,2021-2022,50,260,280,1163,19611219-0014
I-5122,4,2021-2022,40,280,360,1286,19690408-0009
I-5123,3,2021-2022,40,260,280,1216,19570615-0011
I-5124,2,2021-2022,50,240,240,1101,19560612-0010
I-5125,3,2021-2022,60,260,360,1279,19620522-0023
I-5126,4,2021-2022,40,260,300,1222,19561222-0030
I-5127,1,2021-2022,40,280,300,1197,19570615-0011
I-5128,4,2021-2022,20,260,300,1026,19650303-0019
I-5129,2,2022-2023,20,240,360,1202,19601021-0018
I-5130,2,2022-2023,50,260,420,1297,19690408-0009
I-5131,1,2022-2023,50,280,200,1212,19580218-0007
I-5132,3,2022-2023,60,240,200,1273,19620522-0023
I-5133,2,2022-2023,60,240,200,1217,19560812-0016
I-5134,1,2022-2023,20,240,420,1109,19690408-0009
I-5135,2,2022-2023,20,260,240,1074,19590129-0004
I-5136,1,2022-2023,50,280,200,1026,19580218-0007
I-5137,3,2022-2023,60,240,200,1009,19560812-0016
I-5138,3,2023-2024,50,260,200,1260,19580515-0017
I-5139,4,2023-2024,50,260,300,1168,19611219-0014
I-5140,3,2023-2024,60,260,280,1255,19620831-0024
I-5141,3,2023-2024,40,280,240,1185,19600905-0003
I-5142,3,2023-2024,50,280,300,1108,19620424-0026
I-5143,3,2023-2024,60,240,200,1011,19610623-0005
I-5144,4,2023-2024,40,240,240,1280,19570826-0012
I-5145,4,2023-2024,50,280,420,1261,19690917-0022
I-5146,1,2023-2024,50,260,360,1228,19600529-0021
I-5147,1,2023-2024,60,260,300,1184,19601021-0018
I-5148,2,2023-2024,50,240,420,1181,19600814-0002
I-5149,3,2023-2024,60,260,300,1041,19610623-0005
I-5150,2,2013-2014,50,260,280,1205,19690917-0022
I-5151,1,2013-2014,60,280,240,1193,19560612-0010
I-5152,1,2013-2014,60,240,360,1219,19620424-0026
I-5153,3,2013-2014,60,260,280,1186,19580218-0007
I-5154,3,2013-2014,50,280,200,1174,19610620-0006
I-5155,2,2013-2014,40,260,200,1272,19570615-0011
I-5156,2,2013-2014,40,280,300,1229,19611219-0014
I-5157,2,2013-2014,60,280,360,1113,19570826-0012
I-5158,4,2013-2014,40,240,280,1112,19590129-0004
I-5159,4,2013-2014,60,280,200,1053,19640414-0013
I-5160,1,2013-2014,40,260,420,1003,19620424-0026
I-5161,3,2014-2015,40,280,360,1236,19580515-0017
I-5162,2,2014-2015,50,240,280,1168,19600905-0003
I-5163,3,2014-2015,20,260,360,1260,19610918-0027
I-5164,1,2014-2015,60,240,420,1102,19600529-0021
I-5165,3,2014-2015,60,240,200,1067,19620424-0026
I-5166,4,2014-2015,40,280,280,1269,19640414-0013
I-5167,3,2014-2015,60,280,280,1093,19660630-0020
I-5168,2,2014-2015,60,260,200,1043,19610918-0027
I-5169,2,2014-2015,40,260,240,1009,19561222-0030
I-5170,4,2015-2016,50,280,360,1294,19640220-0029
I-5171,1,2015-2016,40,260,240,1160,19690513-0015
I-5172,2,2015-2016,50,260,420,1136,19560812-0016
I-5173,2,2015-2016,20,240,300,1119,19601021-0018
I-5174,1,2015-2016,20,260,200,1266,19610918-0027
I-5175,4,2015-2016,50,280,280,1258,19690917-0022
I-5176,4,2015-2016,60,260,200,1189,19570615-0011
I-5177,2,2015-2016,60,260,300,1179,19610918-0027
I-5178,4,2015-2016,50,260,300,1090,19610623-0005
I-5179,1,2016-2017,50,240,200,1166,19610918-0027
I-5180,3,2016-2017,60,280,240,1040,19620424-0026
I-5181,4,2016-2017,50,280,200,1269,19570615-0011
I-5182,1,2016-2017,40,260,300,1109,19660630-0020
I-5183,1,2016-2017,20,280,280,1004,19600814-0002
I-5184,4,2016-2017,60,280,200,1255,19580515-0017
I-5185,1,2016-2017,20,240,420,1254,19570615-0011
I-5186,3,2016-2017,20,260,300,1182,19570828-0008
I-5187,3,2016-2017,50,260,240,1036,19570828-0008
I-5188,1,2017-2018,50,240,240,1180,19560812-0016
I-5189,2,2017-2018,20,280,420,1142,19560705-0025
I-5190,1,2017-2018,40,280,200,1252,19611219-0014
I-5191,4,2017-2018,20,280,280,1187,19620831-0024
I-5192,2,2017-2018,50,280,300,1033,19561222-0030
I-5193,4,2017-2018,40,280,240,1283,19620831-0024
I-5194,4,2017-2018,50,260,280,1282,19570615-0011
I-5195,3,2017-2018,20,280,200,1245,19620424-0026
I-5196,2,2017-2018,60,260,420,1228,19610918-0027
I-5197,3,2017-2018,60,280,280,1134,19580515-0017
I-5198,3,2017-2018,20,240,420,1075,19560812-0016
I-5199,3,2018-2019,60,240,420,1104,19610620-0006
I-5200,3,2018-2019,20,280,420,1103,19640414-0013
I-5201,3,2018-2019,60,260,360,1287,19620522-0023
I-5202,1,2018-2019,40,240,200,1206,19560705-0025
I-5203,4,2018-2019,20,240,280,1270,19620831-0024
I-5204,3,2018-2019,40,260,300,1267,19600905-0003
I-5205,4,2018-2019,50,280,240,1258,19560812-0016
I-5206,4,2018-2019,40,240,300,1152,19600814-0002
I-5207,3,2018-2019,60,260,360,1110,19580515-0017
I-5208,4,2019-2020,20,240,360,1145,19610918-0027
I-5209,3,2019-2020,60,280,420,1093,19640414-0013
I-5210,1,2019-2020,40,280,280,1087,19680712-0028
I-5211,1,2019-2020,40,260,280,1007,19600814-0002
I-5212,4,2019-2020,20,240,200,1242,19600814-0002
I-5213,1,2019-2020,60,280,200,1162,19650303-0019
I-5214,4,2019-2020,40,280,420,1108,19560612-0010
I-5215,2,2019-2020,50,260,360,1056,19580218-0007
I-5216,4,2020-2021,50,280,240,1173,19690408-0009
I-5217,1,2020-2021,40,280,200,1134,19560812-0016
I-5218,1,2020-2021,50,260,300,1279,19600529-0021
I-5219,1,2020-2021,40,240,420,1161,19560612-0010
I-5220,3,2020-2021,50,260,200,1296,19570828-0008
I-5221,2,2020-2021,40,260,360,1221,19650303-0019
I-5222,1,2020-2021,40,260,420,1184,19580218-0007
I-5223,1,2020-2021,40,280,280,1183,19580218-0007
I-5224,1,2020-2021,40,280,240,1129,19600905-0003
I-5225,1,2020-2021,20,280,200,1074,19620522-0023
I-5226,3,2021-2022,40,240,280,1149,19690917-0022
I-5227,4,2021-2022,40,240,200,1289,19561222-0030
I-5228,2,2021-2022,60,240,200,1230,19570826-0012
I-5229,4,2021-2022,40,260,280,1090,19611219-0014
I-5230,3,2021-2022,40,240,280,1260,19600529-0021
I-5231,4,2021-2022,50,280,420,1204,19560705-0025
I-5232,3,2021-2022,60,240,240,1098,19570615-0011
I-5233,3,2021-2022,20,280,280,1034,19600905-0003
I-5234,3,2021-2022,50,260,280,1017,19580515-0017
I-5235,3,2022-2023,40,240,300,1271,19650303-0019
I-5236,3,2022-2023,40,280,280,1250,19680712-0028
I-5237,3,2022-2023,50,260,280,1102,19600814-0002
I-5238,4,2022-2023,40,280,420,1044,19600814-0002
I-5239,4,2022-2023,50,260,300,1293,19590129-0004
I-5240,2,2022-2023,40,240,300,1281,19640220-0029
I-5241,4,2022-2023,20,260,200,1239,19600905-0003
I-5242,1,2022-2023,20,280,200,1194,19610918-0027
I-5243,1,2022-2023,40,240,300,1077,19580218-0007
I-5244,1,2023-2024,20,280,200,1190,19570615-0011
I-5245,4,2023-2024,50,240,280,1026,19620831-0024
I-5246,4,2023-2024,50,240,360,1224,19580218-0007
I-5247,2,2023-2024,40,280,420,1004,19580515-0017
I-5248,2,2023-2024,60,260,240,1294,19580218-0007
I-5249,4,2023-2024,60,260,420,1291,19570828-0008
I-5250,2,2023-2024,50,240,200,1263,19560705-0025
I-5251,3,2023-2024,40,240,420,1259,19620522-0023
I-5252,3,2023-2024,60,240,360,1108,19690917-0022
I-5253,1,2023-2024,60,280,280,1057,19580218-0007
I-5254,3,2013-2014,60,260,240,1291,19600814-0002
I-5255,1,2013-2014,50,240,240,1277,19690513-0015
I-5256,3,2013-2014,40,260,420,1110,19570615-0011
I-5257,2,2013-2014,40,280,300,1090,19690917-0022
I-5258,2,2013-2014,60,260,300,1290,19570615-0011
I-5259,2,2013-2014,20,260,420,1136,19600814-0002
I-5260,4,2013-2014,50,280,280,1126,19690513-0015
I-5261,4,2013-2014,40,260,360,1098,19650303-0019
I-5262,2,2013-2014,40,240,420,1080,19610918-0027
I-5263,3,2014-2015,60,240,420,1024,19560812-0016
I-5264,4,2014-2015,20,280,280,1006,19650303-0019
I-5265,4,2014-2015,60,260,200,1280,19600814-0002
I-5266,4,2014-2015,60,260,200,1229,19570826-0012
I-5267,1,2014-2015,20,260,280,1016,19690917-0022
I-5268,2,2014-2015,40,240,200,1277,19620831-0024
I-5269,3,2014-2015,20,280,280,1243,19560705-0025
I-5270,3,2014-2015,40,280,360,1150,19580515-0017
I-5271,1,2014-2015,60,260,240,1003,19600905-0003
I-5272,4,2015-2016,20,240,240,1223,19590129-0004
I-5273,3,2015-2016,60,260,280,1149,19690408-0009
I-5274,4,2015-2016,60,280,240,1295,19560612-0010
I-5275,4,2015-2016,60,240,360,1211,19580218-0007
I-5276,2,2015-2016,60,240,240,1201,19600529-0021
I-5277,4,2015-2016,60,240,280,1162,19690917-0022
I-5278,4,2015-2016,60,280,360,1259,19570828-0008
I-5279,2,2015-2016,20,280,240,1254,19580218-0007
I-5280,3,2015-2016,20,260,280,1245,19600814-0002
I-5281,2,2015-2016,20,240,200,1058,19561222-0030
I-5282,4,2016-2017,40,260,200,1108,19570826-0012
I-5283,4,2016-2017,20,280,200,1139,19620424-0026
I-5284,4,2016-2017,20,280,300,1136,19600529-0021
I-5285,2,2016-2017,40,240,300,1052,19561222-0030
I-5286,1,2016-2017,50,240,420,1012,19650303-0019
I-5287,3,2016-2017,50,280,360,1207,19610620-0006
I-5288,1,2016-2017,20,280,300,1117,19561222-0030
I-5289,4,2016-2017,50,240,300,1105,19650303-0019
I-5290,4,2016-2017,60,280,300,1071,19560612-0010
I-5291,2,2016-2017,40,240,360,1065,19611219-0014
I-5292,4,2017-2018,60,280,360,1077,19640220-0029
I-5293,2,2017-2018,20,260,300,1049,19690917-0022
I-5294,1,2017-2018,50,260,300,1195,19640220-0029
I-5295,4,2017-2018,50,280,280,1171,19570828-0008
I-5296,1,2017-2018,40,260,240,1115,19570828-0008
I-5297,2,2017-2018,20,280,240,1292,19610623-0005
I-5298,3,2017-2018,20,260,280,1290,19620831-0024
I-5299,2,2017-2018,40,240,300,1128,19561222-0030
I-5300,2,2017-2018,60,240,200,1044,19690917-0022
I-5301,4,2018-2019,40,240,240,1131,19660630-0020
I-5302,2,2018-2019,40,240,360,1102,19580218-0007
I-5303,2,2018-2019,50,240,360,1011,19560612-0010
I-5304,3,2018-2019,50,260,200,1288,19580515-0017
I-5305,1,2018-2019,60,240,240,1191,19560612-0010
I-5306,2,2018-2019,40,240,420,1163,19690917-0022
I-5307,1,2018-2019,50,260,240,1112,19570828-0008
I-5308,3,2019-2020,60,280,360,1221,19690917-0022
I-5309,4,2019-2020,20,280,420,1125,19600814-0002
I-5310,2,2019-2020,20,240,280,1227,19570615-0011
I-5311,4,2019-2020,60,260,300,1178,19570615-0011
I-5312,4,2019-2020,20,240,360,1175,19590129-0004
I-5313,1,2019-2020,20,240,300,1065,19600814-0002
I-5314,4,2019-2020,40,280,300,1290,19640414-0013
I-5315,1,2019-2020,40,260,240,1254,19640220-0029
I-5316,1,2019-2020,50,280,280,1073,19560705-0025
I-5317,2,2019-2020,20,280,420,1023,19680712-0028
I-5318,1,2020-2021,60,260,360,1275,19560705-0025
I-5319,2,2020-2021,50,240,280,1102,19601021-0018
I-5320,3,2020-2021,60,280,280,1227,19560612-0010
I-5321,3,2020-2021,40,260,200,1201,19600814-0002
