HourId,assignedHours,ReportedHours,assignedBy,reportedBy
WH10444,120,139,I-4182,19790426-0049
WH10445,100,110,I-4182,19900520-0063
WH10446,280,281,I-4183,19640220-0029
WH10447,140,130,I-4183,19781217-0053
WH10448,140,135,I-4183,19910403-0103
WH10449,280,285,I-4184,19610620-0006
WH10450,140,140,I-4184,19750220-0037
WH10451,100,113,I-4184,19900818-0116
WH10452,240,253,I-4185,19680712-0028
WH10453,140,160,I-4185,19761009-0055
WH10454,140,150,I-4185,19900317-0083
WH10455,260,254,I-4186,19610620-0006
WH10456,120,112,I-4186,19750722-0060
WH10457,260,255,I-4187,19590129-0004
WH10458,140,136,I-4187,19790717-0045
WH10459,240,220,I-4188,19600905-0003
WH10460,140,149,I-4188,19761024-0034
WH10461,280,274,I-4189,19611219-0014
WH10462,120,137,I-4189,19760524-0046
WH10463,240,230,I-4190,19630126-0001
WH10464,140,160,I-4190,19750417-0051
WH10465,140,127,I-4190,19930512-0117
WH10466,240,222,I-4191,19570826-0012
WH10467,100,117,I-4191,19750722-0060
WH10468,140,136,I-4191,19910101-0133
WH10469,260,247,I-4192,19560612-0010
WH10470,120,126,I-4192,19750417-0051
WH10471,280,294,I-4193,19600814-0002
WH10472,140,151,I-4193,19751018-0039
WH10473,140,133,I-4193,19930508-0061
WH10474,240,238,I-4194,19640414-0013
WH10475,140,145,I-4194,19790426-0049
WH10476,260,251,I-4195,19630126-0001
WH10477,120,129,I-4195,19761024-0034
WH10478,280,289,I-4196,19660630-0020
WH10479,120,133,I-4196,19750102-0059
WH10480,140,132,I-4196,19920828-0070
WH10481,260,263,I-4197,19561222-0030
WH10482,100,111,I-4197,19771013-0040
WH10483,120,125,I-4197,19910514-0068
WH10484,260,250,I-4198,19620831-0024
WH10485,140,141,I-4198,19760108-0050
WH10486,260,274,I-4199,19561222-0030
WH10487,140,140,I-4199,19781217-0053
WH10488,100,103,I-4199,19910122-0077
WH10489,260,243,I-4200,19580218-0007
WH10490,100,100,I-4200,19750122-0056
WH10491,140,135,I-4200,19910214-0084
WH10492,260,277,I-4201,19580515-0017
WH10493,100,102,I-4201,19781130-0054
WH10494,240,227,I-4202,19690513-0015
WH10495,100,105,I-4202,19770713-0042
WH10496,100,84,I-4202,19910921-0136
WH10497,240,257,I-4203,19690513-0015
WH10498,140,120,I-4203,19771013-0040
WH10499,100,93,I-4203,19931118-0062
WH10500,260,280,I-4204,19600529-0021
WH10501,120,132,I-4204,19750102-0059
WH10502,100,80,I-4204,19931226-0118
WH10503,280,299,I-4205,19570828-0008
WH10504,140,132,I-4205,19781125-0031
WH10505,260,259,I-4206,19610918-0027
WH10506,140,136,I-4206,19750512-0043
WH10507,140,128,I-4206,19900818-0116
WH10508,280,285,I-4207,19600814-0002
WH10509,100,107,I-4207,19750122-0056
WH10510,280,287,I-4208,19690408-0009
WH10511,120,127,I-4208,19771013-0040
WH10512,280,290,I-4209,19580218-0007
WH10513,100,115,I-4209,19761024-0034
WH10514,140,142,I-4209,19910822-0122
WH10515,260,275,I-4210,19680712-0028
WH10516,140,156,I-4210,19750331-0036
WH10517,120,103,I-4210,19921127-0120
WH10518,260,272,I-4211,19590129-0004
WH10519,120,113,I-4211,19781125-0031
WH10520,280,286,I-4212,19570828-0008
WH10521,120,130,I-4212,19780602-0035
WH10522,140,157,I-4212,19930221-0139
WH10523,260,257,I-4213,19640414-0013
WH10524,140,132,I-4213,19761009-0055
WH10525,260,251,I-4214,19560612-0010
WH10526,140,150,I-4214,19750722-0060
WH10527,140,123,I-4214,19910101-0133
WH10528,260,246,I-4215,19580515-0017
WH10529,100,118,I-4215,19781125-0031
WH10530,260,240,I-4216,19600814-0002
WH10531,120,136,I-4216,19750102-0059
WH10532,140,142,I-4216,19920320-0121
WH10533,260,246,I-4217,19620831-0024
WH10534,100,88,I-4217,19761009-0055
WH10535,240,260,I-4218,19600905-0003
WH10536,100,100,I-4218,19750512-0043
WH10537,120,111,I-4218,19900902-0090
WH10538,240,240,I-4219,19601021-0018
WH10539,120,131,I-4219,19750122-0056
WH10540,120,114,I-4219,19910327-0096
WH10541,280,267,I-4220,19580515-0017
WH10542,140,121,I-4220,19750705-0033
WH10543,280,297,I-4221,19690408-0009
WH10544,120,107,I-4221,19750705-0033
WH10545,260,273,I-4222,19560705-0025
WH10546,100,80,I-4222,19781217-0053
WH10547,140,131,I-4222,19900619-0076
WH10548,280,287,I-4223,19580218-0007
WH10549,120,134,I-4223,19790708-0041
WH10550,260,260,I-4224,19690513-0015
WH10551,100,93,I-4224,19761024-0034
WH10552,140,125,I-4224,19900801-0130
WH10553,280,292,I-4225,19620424-0026
WH10554,120,121,I-4225,19750331-0036
WH10555,280,266,I-4226,19640220-0029
WH10556,140,148,I-4226,19760524-0046
WH10557,120,136,I-4226,19900201-0074
WH10558,240,227,I-4227,19560812-0016
WH10559,120,129,I-4227,19790426-0049
WH10560,140,145,I-4227,19901029-0071
WH10561,240,240,I-4228,19610620-0006
WH10562,140,131,I-4228,19761009-0055
WH10563,280,288,I-4229,19580515-0017
WH10564,140,127,I-4229,19781125-0031
WH10565,100,84,I-4229,19901029-0071
WH10566,280,277,I-4230,19690513-0015
WH10567,120,111,I-4230,19780815-0047
WH10568,240,253,I-4231,19590129-0004
WH10569,120,114,I-4231,19780815-0047
WH10570,120,109,I-4231,19931226-0118
WH10571,280,295,I-4232,19601021-0018
WH10572,120,135,I-4232,19761024-0034
WH10573,280,279,I-4233,19611219-0014
WH10574,100,90,I-4233,19760524-0046
WH10575,140,130,I-4233,19900124-0064
WH10576,280,270,I-4234,19600905-0003
WH10577,140,150,I-4234,19780815-0047
WH10578,260,268,I-4235,19570826-0012
WH10579,140,156,I-4235,19750512-0043
WH10580,100,106,I-4235,19900701-0138
WH10581,260,260,I-4236,19570828-0008
WH10582,120,129,I-4236,19790717-0045
WH10583,260,250,I-4237,19570828-0008
WH10584,120,101,I-4237,19790618-0048
WH10585,120,125,I-4237,19930616-0127
WH10586,280,271,I-4238,19561222-0030
WH10587,100,83,I-4238,19780602-0035
WH10588,260,264,I-4239,19570828-0008
WH10589,120,133,I-4239,19761009-0055
WH10590,240,257,I-4240,19600905-0003
WH10591,120,100,I-4240,19750705-0033
WH10592,240,250,I-4241,19570826-0012
WH10593,140,128,I-4241,19790702-0038
WH10594,100,84,I-4241,19930709-0100
WH10595,280,294,I-4242,19611219-0014
WH10596,120,106,I-4242,19750417-0051
WH10597,240,226,I-4243,19660630-0020
WH10598,120,128,I-4243,19750417-0051
WH10599,240,251,I-4244,19570826-0012
WH10600,100,96,I-4244,19750722-0060
WH10601,280,262,I-4245,19590129-0004
WH10602,100,95,I-4245,19780602-0035
WH10603,120,125,I-4245,19910206-0081
WH10604,240,220,I-4246,19690513-0015
WH10605,100,120,I-4246,19750705-0033
WH10606,140,126,I-4246,19901026-0111
WH10607,240,243,I-4247,19620831-0024
WH10608,100,95,I-4247,19750220-0037
WH10609,140,146,I-4247,19910403-0131
WH10610,240,234,I-4248,19580218-0007
WH10611,120,129,I-4248,19780602-0035
WH10612,140,120,I-4248,19901108-0087
WH10613,280,295,I-4249,19570828-0008
WH10614,120,124,I-4249,19780317-0052
WH10615,260,266,I-4250,19590129-0004
WH10616,120,134,I-4250,19761020-0044
WH10617,100,90,I-4250,19911116-0069
WH10618,260,280,I-4251,19640220-0029
WH10619,120,135,I-4251,19761020-0044
WH10620,140,129,I-4251,19930221-0139
WH10621,280,260,I-4252,19601021-0018
WH10622,140,139,I-4252,19750705-0033
WH10623,240,244,I-4253,19690917-0022
WH10624,100,119,I-4253,19790708-0041
WH10625,140,157,I-4253,19910921-0136
WH10626,260,251,I-4254,19610623-0005
WH10627,140,149,I-4254,19790717-0045
WH10628,100,99,I-4254,19920122-0065
WH10629,260,241,I-4255,19580515-0017
WH10630,120,128,I-4255,19760524-0046
WH10631,120,116,I-4255,19910514-0068
WH10632,280,267,I-4256,19620522-0023
WH10633,120,111,I-4256,19750906-0032
WH10634,260,274,I-4257,19680712-0028
WH10635,140,135,I-4257,19750417-0051
WH10636,260,273,I-4258,19610623-0005
WH10637,100,87,I-4258,19790702-0038
WH10638,100,80,I-4258,19920320-0121
WH10639,280,266,I-4259,19600905-0003
WH10640,120,105,I-4259,19750722-0060
WH10641,260,280,I-4260,19690408-0009
WH10642,120,140,I-4260,19780815-0047
WH10643,100,88,I-4260,19931226-0118
WH10644,280,296,I-4261,19600814-0002
WH10645,120,122,I-4261,19771013-0040
WH10646,140,123,I-4261,19900801-0130
WH10647,240,248,I-4262,19630126-0001
WH10648,140,137,I-4262,19780815-0047
WH10649,140,121,I-4262,19900902-0090
WH10650,280,275,I-4263,19590129-0004
WH10651,100,117,I-4263,19750722-0060
WH10652,260,241,I-4264,19580218-0007
WH10653,140,123,I-4264,19780317-0052
WH10654,280,281,I-4265,19660630-0020
WH10655,140,149,I-4265,19750906-0032
WH10656,260,250,I-4266,19660630-0020
WH10657,140,142,I-4266,19771013-0040
WH10658,260,243,I-4267,19600814-0002
WH10659,140,148,I-4267,19750220-0037
WH10660,240,234,I-4268,19600814-0002
WH10661,120,135,I-4268,19781125-0031
WH10662,260,257,I-4269,19650303-0019
WH10663,140,158,I-4269,19750102-0059
WH10664,260,261,I-4270,19640414-0013
WH10665,140,146,I-4270,19760524-0046
WH10666,140,126,I-4270,19930326-0132
WH10667,280,290,I-4271,19610918-0027
WH10668,100,120,I-4271,19750220-0037
WH10669,260,244,I-4272,19600814-0002
WH10670,120,102,I-4272,19761020-0044
WH10671,280,278,I-4273,19620424-0026
WH10672,100,104,I-4273,19760524-0046
WH10673,100,86,I-4273,19900520-0063
WH10674,260,279,I-4274,19590129-0004
WH10675,120,129,I-4274,19780424-0057
WH10676,140,160,I-4274,19930616-0127
WH10677,260,247,I-4275,19590129-0004
WH10678,100,117,I-4275,19750331-0036
WH10679,100,102,I-4275,19921127-0120
WH10680,280,281,I-4276,19561222-0030
WH10681,140,133,I-4276,19761024-0034
WH10682,100,103,I-4276,19931212-0079
WH10683,280,299,I-4277,19560705-0025
WH10684,120,131,I-4277,19761024-0034
WH10685,260,264,I-4278,19561222-0030
WH10686,100,86,I-4278,19750220-0037
WH10687,260,280,I-4279,19580515-0017
WH10688,100,115,I-4279,19750331-0036
WH10689,120,127,I-4279,19920602-0073
WH10690,240,233,I-4280,19580515-0017
WH10691,120,129,I-4280,19751018-0039
WH10692,100,97,I-4280,19900211-0140
WH10693,260,276,I-4281,19570828-0008
WH10694,120,108,I-4281,19770713-0042
WH10695,100,80,I-4281,19910206-0081
WH10696,240,235,I-4282,19620831-0024
WH10697,140,146,I-4282,19750722-0060
WH10698,100,109,I-4282,19931118-0062
WH10699,280,272,I-4283,19610623-0005
WH10700,140,160,I-4283,19770224-0058
WH10701,240,258,I-4284,19560812-0016
WH10702,140,140,I-4284,19750122-0056
WH10703,140,126,I-4284,19931203-0066
WH10704,260,262,I-4285,19560705-0025
WH10705,100,92,I-4285,19780602-0035
WH10706,140,137,I-4285,19930414-0106
WH10707,260,270,I-4286,19570615-0011
WH10708,140,160,I-4286,19750705-0033
WH10709,100,113,I-4286,19900426-0089
WH10710,240,226,I-4287,19601021-0018
WH10711,120,117,I-4287,19780815-0047
WH10712,280,272,I-4288,19610620-0006
WH10713,100,110,I-4288,19771013-0040
WH10714,100,80,I-4288,19921002-0129
WH10715,280,299,I-4289,19650303-0019
WH10716,120,106,I-4289,19760524-0046
WH10717,240,260,I-4290,19620831-0024
WH10718,120,109,I-4290,19761020-0044
WH10719,280,263,I-4291,19560705-0025
WH10720,100,95,I-4291,19781130-0054
WH10721,100,114,I-4291,19901011-0119
WH10722,280,272,I-4292,19590129-0004
WH10723,100,118,I-4292,19750122-0056
WH10724,100,87,I-4292,19910822-0122
WH10725,280,294,I-4293,19590129-0004
WH10726,140,135,I-4293,19780815-0047
WH10727,100,116,I-4293,19910927-0128
WH10728,240,257,I-4294,19570826-0012
WH10729,100,106,I-4294,19770224-0058
WH10730,260,271,I-4295,19601021-0018
WH10731,140,143,I-4295,19780602-0035
WH10732,260,251,I-4296,19620522-0023
WH10733,120,106,I-4296,19781125-0031
WH10734,140,151,I-4296,19901219-0125
WH10735,280,276,I-4297,19600905-0003
WH10736,100,108,I-4297,19750906-0032
WH10737,280,289,I-4298,19600814-0002
WH10738,140,121,I-4298,19781217-0053
WH10739,240,222,I-4299,19601021-0018
WH10740,100,87,I-4299,19750906-0032
WH10741,120,101,I-4299,19920226-0075
WH10742,240,251,I-4300,19690408-0009
WH10743,140,146,I-4300,19761009-0055
WH10744,260,242,I-4301,19561222-0030
WH10745,120,114,I-4301,19770713-0042
WH10746,280,293,I-4302,19620831-0024
WH10747,140,149,I-4302,19760524-0046
WH10748,260,243,I-4303,19640414-0013
WH10749,120,128,I-4303,19771013-0040
WH10750,280,288,I-4304,19630126-0001
WH10751,140,138,I-4304,19790426-0049
WH10752,140,134,I-4304,19930221-0139
WH10753,240,229,I-4305,19580515-0017
WH10754,100,104,I-4305,19781125-0031
WH10755,140,141,I-4305,19910122-0077
WH10756,240,244,I-4306,19580515-0017
WH10757,120,130,I-4306,19761009-0055
WH10758,140,138,I-4306,19920917-0109
WH10759,260,273,I-4307,19650303-0019
WH10760,100,99,I-4307,19790717-0045
WH10761,120,131,I-4307,19921123-0108
WH10762,280,287,I-4308,19570828-0008
WH10763,120,115,I-4308,19770713-0042
WH10764,260,251,I-4309,19580218-0007
WH10765,140,132,I-4309,19751018-0039
WH10766,100,81,I-4309,19900701-0138
WH10767,260,256,I-4310,19561222-0030
WH10768,140,120,I-4310,19781125-0031
WH10769,120,106,I-4310,19900317-0083
WH10770,240,256,I-4311,19600814-0002
WH10771,120,139,I-4311,19790708-0041
WH10772,120,123,I-4311,19900430-0112
WH10773,280,295,I-4312,19610623-0005
WH10774,100,113,I-4312,19750122-0056
WH10775,100,115,I-4312,19930326-0132
WH10776,280,277,I-4313,19560705-0025
WH10777,140,129,I-4313,19760524-0046
WH10778,260,248,I-4314,19690408-0009
WH10779,120,110,I-4314,19750220-0037
WH10780,280,278,I-4315,19570826-0012
WH10781,120,103,I-4315,19760524-0046
WH10782,240,237,I-4316,19650303-0019
WH10783,100,83,I-4316,19790426-0049
WH10784,140,146,I-4316,19900317-0083
WH10785,280,264,I-4317,19560705-0025
WH10786,120,114,I-4317,19790702-0038
WH10787,140,121,I-4317,19920826-0088
WH10788,260,259,I-4318,19580515-0017
WH10789,100,110,I-4318,19750331-0036
WH10790,280,298,I-4319,19690408-0009
WH10791,140,120,I-4319,19790702-0038
WH10792,100,117,I-4319,19921208-0097
WH10793,260,251,I-4320,19640414-0013
WH10794,120,120,I-4320,19780317-0052
WH10795,140,128,I-4320,19900701-0113
WH10796,280,293,I-4321,19560812-0016
WH10797,100,110,I-4321,19780602-0035
WH10798,280,267,I-4322,19620522-0023
WH10799,140,135,I-4322,19781130-0054
WH10800,100,112,I-4322,19921218-0101
WH10801,280,265,I-4323,19690513-0015
WH10802,140,133,I-4323,19770713-0042
WH10803,240,256,I-4324,19610620-0006
WH10804,140,142,I-4324,19761020-0044
WH10805,100,95,I-4324,19921002-0129
WH10806,240,226,I-4325,19560612-0010
WH10807,140,137,I-4325,19770713-0042
WH10808,280,271,I-4326,19690408-0009
WH10809,120,105,I-4326,19780815-0047
WH10810,140,125,I-4326,19921002-0129
WH10811,280,288,I-4327,19660630-0020
WH10812,120,139,I-4327,19750102-0059
WH10813,280,262,I-4328,19590129-0004
WH10814,140,149,I-4328,19781217-0053
WH10815,100,89,I-4328,19900701-0113
WH10816,240,245,I-4329,19570826-0012
WH10817,140,132,I-4329,19750705-0033
WH10818,240,254,I-4330,19590129-0004
WH10819,140,123,I-4330,19750220-0037
WH10820,240,224,I-4331,19560612-0010
WH10821,140,143,I-4331,19770713-0042
WH10822,100,99,I-4331,19901108-0087
WH10823,260,279,I-4332,19660630-0020
WH10824,140,125,I-4332,19750705-0033
WH10825,280,268,I-4333,19611219-0014
WH10826,120,122,I-4333,19790717-0045
WH10827,100,82,I-4333,19920602-0073
WH10828,260,270,I-4334,19680712-0028
WH10829,120,109,I-4334,19750512-0043
WH10830,280,266,I-4335,19560705-0025
WH10831,100,86,I-4335,19781217-0053
WH10832,240,251,I-4336,19570828-0008
WH10833,120,101,I-4336,19790618-0048
WH10834,260,242,I-4337,19690408-0009
WH10835,140,127,I-4337,19780602-0035
WH10836,140,146,I-4337,19921218-0101
WH10837,260,265,I-4338,19640414-0013
WH10838,140,137,I-4338,19780317-0052
WH10839,140,123,I-4338,19900619-0076
WH10840,240,228,I-4339,19570615-0011
WH10841,100,102,I-4339,19770713-0042
WH10842,260,254,I-4340,19620831-0024
WH10843,120,114,I-4340,19790618-0048
WH10844,140,126,I-4340,19931212-0079
WH10845,280,264,I-4341,19570615-0011
WH10846,100,91,I-4341,19760524-0046
WH10847,120,120,I-4341,19920226-0075
WH10848,280,266,I-4342,19680712-0028
WH10849,140,125,I-4342,19750331-0036
WH10850,280,286,I-4343,19630126-0001
WH10851,140,128,I-4343,19751018-0039
WH10852,140,135,I-4343,19910404-0102
WH10853,280,297,I-4344,19560812-0016
WH10854,100,97,I-4344,19790426-0049
WH10855,100,114,I-4344,19920316-0107
WH10856,240,220,I-4345,19640414-0013
WH10857,140,152,I-4345,19750512-0043
WH10858,240,254,I-4346,19590129-0004
WH10859,140,138,I-4346,19760524-0046
WH10860,240,260,I-4347,19620831-0024
WH10861,100,88,I-4347,19760524-0046
WH10862,260,273,I-4348,19630126-0001
WH10863,100,81,I-4348,19750417-0051
WH10864,100,82,I-4348,19900128-0095
WH10865,260,271,I-4349,19590129-0004
WH10866,140,131,I-4349,19750331-0036
WH10867,280,300,I-4350,19610623-0005
WH10868,140,146,I-4350,19750220-0037
WH10869,280,266,I-4351,19570826-0012
WH10870,100,89,I-4351,19760108-0050
WH10871,120,104,I-4351,19900430-0112
WH10872,240,258,I-4352,19680712-0028
WH10873,140,124,I-4352,19750722-0060
WH10874,280,278,I-4353,19600814-0002
WH10875,140,125,I-4353,19781130-0054
WH10876,100,89,I-4353,19930414-0106
WH10877,280,263,I-4354,19600814-0002
WH10878,120,128,I-4354,19750906-0032
WH10879,120,130,I-4354,19921218-0101
WH10880,260,264,I-4355,19600529-0021
WH10881,120,118,I-4355,19771013-0040
WH10882,100,114,I-4355,19901108-0087
WH10883,260,258,I-4356,19620831-0024
WH10884,140,132,I-4356,19750331-0036
WH10885,140,138,I-4356,19930326-0132
WH10886,280,270,I-4357,19600905-0003
WH10887,100,100,I-4357,19780815-0047
WH10888,100,84,I-4357,19900430-0112
WH10889,240,256,I-4358,19620522-0023
WH10890,100,115,I-4358,19770713-0042
WH10891,140,125,I-4358,19930829-0082
WH10892,260,270,I-4359,19630126-0001
WH10893,120,113,I-4359,19790618-0048
WH10894,240,253,I-4360,19620424-0026
WH10895,140,157,I-4360,19770713-0042
WH10896,280,266,I-4361,19580218-0007
WH10897,140,150,I-4361,19760524-0046
WH10898,240,239,I-4362,19610620-0006
WH10899,120,134,I-4362,19750220-0037
WH10900,280,271,I-4363,19580218-0007
WH10901,100,116,I-4363,19780317-0052
WH10902,240,252,I-4364,19640414-0013
WH10903,100,105,I-4364,19790717-0045
WH10904,120,128,I-4364,19911116-0069
WH10905,240,238,I-4365,19650303-0019
WH10906,100,98,I-4365,19761009-0055
WH10907,280,281,I-4366,19680712-0028
WH10908,140,160,I-4366,19771013-0040
WH10909,280,279,I-4367,19620424-0026
WH10910,100,87,I-4367,19750220-0037
WH10911,140,129,I-4367,19900619-0076
WH10912,240,230,I-4368,19660630-0020
WH10913,120,123,I-4368,19781217-0053
WH10914,140,141,I-4368,19911025-0091
WH10915,260,245,I-4369,19601021-0018
WH10916,120,136,I-4369,19780815-0047
WH10917,280,293,I-4370,19560705-0025
WH10918,140,134,I-4370,19750722-0060
WH10919,240,259,I-4371,19690408-0009
WH10920,100,120,I-4371,19750906-0032
WH10921,260,252,I-4372,19620831-0024
WH10922,120,106,I-4372,19781217-0053
WH10923,260,252,I-4373,19560812-0016
WH10924,140,128,I-4373,19781217-0053
WH10925,100,88,I-4373,19930326-0132
WH10926,260,244,I-4374,19640220-0029
WH10927,120,130,I-4374,19770713-0042
WH10928,140,129,I-4374,19901219-0125
WH10929,240,251,I-4375,19660630-0020
WH10930,100,87,I-4375,19761009-0055
WH10931,280,295,I-4376,19630126-0001
WH10932,100,119,I-4376,19790702-0038
WH10933,120,135,I-4376,19920828-0070
WH10934,240,232,I-4377,19600814-0002
WH10935,100,99,I-4377,19750220-0037
WH10936,140,151,I-4377,19931212-0079
WH10937,240,224,I-4378,19620424-0026
WH10938,100,94,I-4378,19761009-0055
WH10939,120,138,I-4378,19900801-0130
WH10940,280,298,I-4379,19580218-0007
WH10941,120,137,I-4379,19750122-0056
WH10942,100,107,I-4379,19900701-0138
WH10943,240,231,I-4380,19560612-0010
WH10944,100,103,I-4380,19781125-0031
WH10945,100,103,I-4380,19930616-0127
WH10946,240,232,I-4381,19620424-0026
WH10947,120,105,I-4381,19750512-0043
WH10948,240,239,I-4382,19601021-0018
WH10949,140,149,I-4382,19750705-0033
WH10950,100,92,I-4382,19910514-0068
WH10951,280,277,I-4383,19690513-0015
WH10952,120,108,I-4383,19770224-0058
WH10953,120,112,I-4383,19931203-0066
WH10954,280,263,I-4384,19560705-0025
WH10955,100,91,I-4384,19761020-0044
WH10956,260,257,I-4385,19610623-0005
WH10957,140,127,I-4385,19750705-0033
WH10958,140,134,I-4385,19930302-0135
WH10959,240,241,I-4386,19680712-0028
WH10960,100,85,I-4386,19790717-0045
WH10961,260,246,I-4387,19640414-0013
WH10962,120,109,I-4387,19761020-0044
WH10963,240,249,I-4388,19610918-0027
WH10964,140,153,I-4388,19790708-0041
WH10965,280,286,I-4389,19610918-0027
WH10966,100,105,I-4389,19790426-0049
WH10967,260,249,I-4390,19640220-0029
WH10968,120,129,I-4390,19780602-0035
WH10969,140,147,I-4390,19910206-0081
WH10970,260,266,I-4391,19590129-0004
WH10971,120,103,I-4391,19750906-0032
WH10972,260,254,I-4392,19570615-0011
